,Order Date,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,period,dollar,euro,yuan,Person
3169,2016-05-28,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,62.19200000000001,13,0.2,19.434999999999995,2016Q2,1.0,0.885644638309327,6.534701323497689,Cassandra Brandow
3170,2017-12-21,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,23.88,6,0.0,11.223600000000001,2017Q4,1.0,0.8493925268664585,6.615411809126727,Cassandra Brandow
3171,2016-03-21,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,3.1679999999999993,2,0.8,-4.752000000000001,2016Q1,1.0,0.9076488442800359,6.543105970193733,Kelly Williams
3172,2016-03-21,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,528.43,5,0.3,0.0,2016Q1,1.0,0.9076488442800359,6.543105970193733,Kelly Williams
3173,2016-03-21,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392000000000001,3,0.2,1.5065999999999975,2016Q1,1.0,0.9076488442800359,6.543105970193733,Kelly Williams
3174,2017-11-11,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,181.86,7,0.0,50.9208,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3175,2017-09-23,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,180.58800000000005,2,0.7,-240.78400000000005,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
3176,2017-09-23,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,47.984,2,0.2,0.5997999999999966,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
3177,2017-09-10,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.004800000000001,2017Q3,1.0,0.851586634904452,6.6708425430062315,Chuck Magee
3178,2017-12-05,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.072599999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3179,2017-12-05,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.190799999999996,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3180,2017-12-05,United States,New York City,New York,10011,East,Office Supplies,Appliances,254.89999999999998,5,0.0,68.82300000000001,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3181,2017-11-09,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2,0.0,4.4344,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3182,2017-11-09,United States,Columbia,Maryland,21044,East,Technology,Accessories,826.6200000000001,3,0.0,355.4466000000001,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3183,2017-11-09,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.61059999999975,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3184,2017-11-09,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,544.38,3,0.0,157.87019999999993,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3185,2014-11-07,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.045999999999992,3,0.8,-44.2782,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3186,2014-11-07,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,74.352,3,0.2,26.952599999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3187,2017-03-12,United States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0.0,32.1678,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Chuck Magee
3188,2017-10-20,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.7999999999999998,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3189,2017-10-20,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3190,2015-12-27,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,2015Q4,1.0,0.9134754052931862,6.39178984110409,Kelly Williams
3191,2017-10-02,United States,New York City,New York,10035,East,Technology,Phones,65.99,1,0.0,17.157400000000003,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3192,2017-06-04,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.369999999999998,7,0.8,-9.555000000000001,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
3193,2014-09-01,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.6479999999999992,3,0.8,-6.019200000000003,2014Q3,1.0,0.7547542679840827,6.165513471970506,Kelly Williams
3194,2014-09-01,United States,Houston,Texas,77036,Central,Office Supplies,Paper,31.104000000000006,6,0.2,10.8864,2014Q3,1.0,0.7547542679840827,6.165513471970506,Kelly Williams
3195,2016-08-08,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,23.34,3,0.0,0.2333999999999996,2016Q3,1.0,0.895610625275113,6.665797106273357,Cassandra Brandow
3196,2017-07-22,United States,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.085899999999999,2017Q3,1.0,0.851586634904452,6.6708425430062315,Chuck Magee
3197,2015-07-10,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366000000000001,3,0.7,-2.243999999999999,2015Q3,1.0,0.8997335601734171,6.303511687777753,Anna Andreadi
3198,2014-12-01,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,95.968,4,0.2,9.596800000000005,2014Q4,1.0,0.8002615830550578,6.147208617199812,Cassandra Brandow
3199,2017-12-18,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,18.704,7,0.2,2.3379999999999983,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3200,2014-05-18,United States,Akron,Ohio,44312,East,Furniture,Furnishings,149.232,3,0.2,3.730800000000002,2014Q2,1.0,0.7294087385180363,6.231477393648786,Chuck Magee
3201,2014-05-18,United States,Akron,Ohio,44312,East,Office Supplies,Paper,15.936000000000002,4,0.2,5.7768000000000015,2014Q2,1.0,0.7294087385180363,6.231477393648786,Chuck Magee
3202,2014-11-10,United States,San Diego,California,92037,West,Technology,Phones,601.536,8,0.2,60.15360000000001,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3203,2014-11-10,United States,San Diego,California,92037,West,Technology,Accessories,10.99,1,0.0,4.2861,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3204,2014-11-10,United States,San Diego,California,92037,West,Furniture,Furnishings,39.88,2,0.0,11.166400000000003,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3205,2014-11-10,United States,San Diego,California,92037,West,Office Supplies,Paper,62.24,8,0.0,28.007999999999996,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3206,2014-11-10,United States,San Diego,California,92037,West,Furniture,Furnishings,53.2,5,0.0,14.896000000000003,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3207,2014-11-10,United States,San Diego,California,92037,West,Office Supplies,Labels,39.84,8,0.0,18.3264,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3208,2016-01-09,United States,Fresno,California,93727,West,Technology,Accessories,349.95,5,0.0,118.98299999999999,2016Q1,1.0,0.9076488442800359,6.543105970193733,Anna Andreadi
3209,2016-01-09,United States,Fresno,California,93727,West,Technology,Phones,377.92800000000005,9,0.2,141.723,2016Q1,1.0,0.9076488442800359,6.543105970193733,Anna Andreadi
3210,2017-09-22,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,13.392000000000001,3,0.2,5.022,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
3211,2017-09-22,United States,Pearland,Texas,77581,Central,Office Supplies,Binders,11.227999999999998,7,0.8,-18.52620000000001,2017Q3,1.0,0.851586634904452,6.6708425430062315,Kelly Williams
3212,2014-12-23,United States,Richmond,Indiana,47374,Central,Office Supplies,Appliances,207.24,11,0.0,58.0272,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3213,2016-05-26,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,1.504,1,0.2,0.1691999999999999,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
3214,2016-05-26,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.848000000000006,2,0.2,6.533999999999997,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
3215,2017-07-08,United States,San Mateo,California,94403,West,Office Supplies,Labels,75.17999999999999,6,0.0,35.334599999999995,2017Q3,1.0,0.851586634904452,6.6708425430062315,Anna Andreadi
3216,2014-05-13,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3,0.0,52.48949999999999,2014Q2,1.0,0.7294087385180363,6.231477393648786,Anna Andreadi
3217,2017-11-10,United States,New York City,New York,10024,East,Office Supplies,Binders,931.1760000000002,3,0.2,314.2719,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3218,2017-11-10,United States,New York City,New York,10024,East,Technology,Phones,430.88,2,0.0,124.95519999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3219,2015-10-02,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,94.85,5,0.0,45.52799999999999,2015Q4,1.0,0.9134754052931862,6.39178984110409,Chuck Magee
3220,2015-10-02,United States,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,51.12,4,0.0,23.003999999999998,2015Q4,1.0,0.9134754052931862,6.39178984110409,Chuck Magee
3221,2015-10-02,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,90.0,1,0.0,32.4,2015Q4,1.0,0.9134754052931862,6.39178984110409,Chuck Magee
3222,2014-10-02,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,9.408,2,0.2,3.4103999999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3223,2014-10-02,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,4.672,2,0.2,1.4599999999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3224,2014-10-02,United States,Tempe,Arizona,85281,West,Technology,Phones,318.40000000000003,2,0.2,107.46,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3225,2014-10-02,United States,Tempe,Arizona,85281,West,Office Supplies,Envelopes,12.768,6,0.2,4.628400000000001,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3226,2014-10-02,United States,Tempe,Arizona,85281,West,Office Supplies,Supplies,15.36,2,0.2,-3.2639999999999993,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3227,2014-10-02,United States,Tempe,Arizona,85281,West,Technology,Phones,230.376,3,0.2,20.15789999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3228,2014-10-02,United States,Tempe,Arizona,85281,West,Technology,Accessories,7.16,1,0.2,-0.08950000000000102,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3229,2014-08-11,United States,New York City,New York,10035,East,Office Supplies,Storage,375.34,1,0.0,18.766999999999996,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
3230,2017-09-01,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066,2017Q3,1.0,0.851586634904452,6.6708425430062315,Chuck Magee
3231,2017-04-16,United States,Houston,Texas,77095,Central,Office Supplies,Binders,26.045999999999992,3,0.8,-44.2782,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
3232,2017-04-16,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.8959999999999995,1,0.8,-4.778400000000001,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
3233,2017-04-16,United States,Houston,Texas,77095,Central,Office Supplies,Storage,32.544000000000004,2,0.2,-7.729200000000004,2017Q2,1.0,0.9077416111260633,6.859820621946943,Kelly Williams
3234,2016-04-24,United States,Riverside,California,92503,West,Office Supplies,Binders,3.9840000000000004,1,0.2,1.3944,2016Q2,1.0,0.885644638309327,6.534701323497689,Anna Andreadi
3235,2016-01-15,United States,Fairfield,Connecticut,6824,East,Furniture,Tables,181.79699999999997,1,0.3,-15.5826,2016Q1,1.0,0.9076488442800359,6.543105970193733,Chuck Magee
3236,2016-05-02,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
3237,2016-05-02,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3,0.2,15.951599999999997,2016Q2,1.0,0.885644638309327,6.534701323497689,Chuck Magee
3238,2016-11-20,United States,Houston,Texas,77095,Central,Furniture,Chairs,318.43,5,0.3,-77.33300000000001,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3239,2016-11-20,United States,Houston,Texas,77095,Central,Technology,Phones,122.91999999999999,7,0.2,46.095000000000006,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3240,2016-11-20,United States,Houston,Texas,77095,Central,Furniture,Furnishings,7.068,3,0.6,-2.8271999999999995,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3241,2016-02-01,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,56.449999999999996,5,0.0,14.676999999999998,2016Q1,1.0,0.9076488442800359,6.543105970193733,Cassandra Brandow
3242,2017-03-31,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.467999999999998,13,0.8,-22.895600000000005,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Kelly Williams
3243,2017-12-01,United States,Grand Prairie,Texas,75051,Central,Technology,Phones,219.80000000000004,5,0.2,24.72749999999997,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3244,2017-12-01,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,317.058,3,0.3,-18.117599999999996,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3245,2017-12-10,United States,Seattle,Washington,98103,West,Technology,Accessories,49.08,3,0.0,4.907999999999998,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3246,2017-12-10,United States,Seattle,Washington,98103,West,Office Supplies,Storage,324.90000000000003,5,0.0,38.988000000000014,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3247,2017-12-10,United States,Seattle,Washington,98103,West,Office Supplies,Art,18.240000000000002,3,0.0,5.289599999999998,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3248,2016-09-17,United States,Seattle,Washington,98103,West,Furniture,Chairs,113.88800000000002,2,0.2,9.9652,2016Q3,1.0,0.895610625275113,6.665797106273357,Anna Andreadi
3249,2016-09-17,United States,Seattle,Washington,98103,West,Technology,Phones,105.584,2,0.2,7.9188000000000045,2016Q3,1.0,0.895610625275113,6.665797106273357,Anna Andreadi
3250,2016-12-23,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Fasteners,24.849999999999998,7,0.0,11.679499999999999,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3251,2017-04-17,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.312,3,0.2,5.2773,2017Q2,1.0,0.9077416111260633,6.859820621946943,Chuck Magee
3252,2017-10-27,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.055999999999999,3,0.2,2.205,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3253,2017-10-27,United States,Chicago,Illinois,60610,Central,Technology,Phones,27.183999999999997,2,0.2,2.0387999999999984,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3254,2016-07-08,United States,Seattle,Washington,98105,West,Technology,Phones,107.984,1,0.2,9.448599999999995,2016Q3,1.0,0.895610625275113,6.665797106273357,Anna Andreadi
3255,2016-07-08,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.296,3,0.2,6.029999999999999,2016Q3,1.0,0.895610625275113,6.665797106273357,Anna Andreadi
3256,2015-08-09,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,4.608,2,0.2,1.6704,2015Q3,1.0,0.8997335601734171,6.303511687777753,Cassandra Brandow
3257,2016-12-09,United States,Franklin,Tennessee,37064,South,Furniture,Tables,79.97399999999999,3,0.4,-29.323800000000006,2016Q4,1.0,0.9273171427037991,6.831932034239802,Cassandra Brandow
3258,2016-12-09,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,2.9460000000000006,2,0.7,-2.0622,2016Q4,1.0,0.9273171427037991,6.831932034239802,Cassandra Brandow
3259,2016-11-13,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,3.1359999999999992,2,0.8,-4.704000000000001,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3260,2014-11-14,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,20.736000000000004,4,0.2,7.2576,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3261,2014-11-17,United States,San Francisco,California,94109,West,Technology,Accessories,99.98,2,0.0,7.9983999999999895,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3262,2014-11-17,United States,San Francisco,California,94109,West,Office Supplies,Paper,733.9499999999999,7,0.0,352.296,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3263,2014-11-17,United States,San Francisco,California,94109,West,Office Supplies,Appliances,241.44,3,0.0,72.43199999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3264,2016-03-04,United States,Miami,Florida,33180,South,Office Supplies,Labels,10.08,4,0.2,3.528,2016Q1,1.0,0.9076488442800359,6.543105970193733,Cassandra Brandow
3265,2014-10-11,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,281.904,2,0.2,10.571399999999983,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3266,2014-10-11,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,201.43200000000002,3,0.2,67.98329999999999,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3267,2014-05-22,United States,Decatur,Alabama,35601,South,Technology,Phones,135.98,2,0.0,33.995000000000005,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3268,2014-05-22,United States,Decatur,Alabama,35601,South,Technology,Phones,44.95,1,0.0,12.585999999999999,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3269,2014-07-15,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,2.9699999999999998,3,0.0,1.3068000000000004,2014Q3,1.0,0.7547542679840827,6.165513471970506,Kelly Williams
3270,2014-07-15,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Fasteners,6.540000000000001,3,0.0,2.6814000000000004,2014Q3,1.0,0.7547542679840827,6.165513471970506,Kelly Williams
3271,2015-12-27,United States,Visalia,California,93277,West,Technology,Accessories,7.92,8,0.0,3.484800000000001,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
3272,2015-02-09,United States,Los Angeles,California,90049,West,Furniture,Chairs,203.92,5,0.2,22.940999999999995,2015Q1,1.0,0.8889961572435575,6.236691207500815,Anna Andreadi
3273,2017-05-08,United States,Los Angeles,California,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985,2017Q2,1.0,0.9077416111260633,6.859820621946943,Anna Andreadi
3274,2017-11-02,United States,Overland Park,Kansas,66212,Central,Office Supplies,Fasteners,18.240000000000002,3,0.0,9.120000000000001,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3275,2017-11-02,United States,Overland Park,Kansas,66212,Central,Office Supplies,Art,27.78,6,0.0,9.167399999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3276,2014-04-05,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.959999999999997,7,0.0,7.576799999999999,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3277,2014-04-05,United States,Alexandria,Virginia,22304,South,Technology,Phones,28.99,1,0.0,8.407099999999996,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3278,2014-04-05,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2,0.0,6.3504000000000005,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3279,2014-04-05,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.959999999999997,7,0.0,6.658399999999997,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3280,2014-04-05,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,4164.049999999999,5,0.0,83.28100000000006,2014Q2,1.0,0.7294087385180363,6.231477393648786,Cassandra Brandow
3281,2014-09-17,United States,Raleigh,North Carolina,27604,South,Technology,Accessories,47.984,2,0.2,13.1956,2014Q3,1.0,0.7547542679840827,6.165513471970506,Cassandra Brandow
3282,2014-09-17,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,4.6240000000000006,1,0.2,1.6762000000000001,2014Q3,1.0,0.7547542679840827,6.165513471970506,Cassandra Brandow
3283,2014-09-30,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1815999999999995,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
3284,2014-09-12,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.92400000000001,7,0.7,-46.8776,2014Q3,1.0,0.7547542679840827,6.165513471970506,Chuck Magee
3285,2017-02-20,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9023999999999992,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Kelly Williams
3286,2017-02-20,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.11,3,0.0,3.4086000000000003,2017Q1,1.0,0.9392337106997731,6.8889940421963685,Kelly Williams
3287,2015-12-13,United States,Temecula,California,92592,West,Technology,Phones,494.3760000000001,3,0.2,49.437599999999975,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
3288,2015-12-13,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.854999999999997,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
3289,2015-12-13,United States,Temecula,California,92592,West,Technology,Accessories,248.85000000000002,5,0.0,27.373499999999993,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
3290,2015-12-13,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,2015Q4,1.0,0.9134754052931862,6.39178984110409,Anna Andreadi
3291,2016-10-30,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.68,2,0.0,3.5039999999999996,2016Q4,1.0,0.9273171427037991,6.831932034239802,Kelly Williams
3292,2014-12-26,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.11909999999999954,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3293,2014-12-26,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,2014Q4,1.0,0.8002615830550578,6.147208617199812,Anna Andreadi
3294,2014-08-15,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.959999999999994,8,0.8,-52.63200000000002,2014Q3,1.0,0.7547542679840827,6.165513471970506,Kelly Williams
3295,2017-10-01,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2004999999999,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3296,2015-05-23,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194000000000003,7,0.7,-12.796,2015Q2,1.0,0.9051672928378437,6.204053343478735,Anna Andreadi
3297,2015-05-23,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,121.79200000000002,4,0.2,13.701599999999988,2015Q2,1.0,0.9051672928378437,6.204053343478735,Anna Andreadi
3298,2017-11-16,United States,San Francisco,California,94122,West,Technology,Machines,1919.976,3,0.2,215.99729999999977,2017Q4,1.0,0.8493925268664585,6.615411809126727,Anna Andreadi
3299,2014-11-18,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,50.99700000000001,1,0.7,-40.7976,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3300,2014-11-18,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3301,2014-11-18,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,539.9639999999999,6,0.4,-107.99280000000002,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3302,2014-11-18,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3303,2014-11-18,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.9440000000000004,3,0.7,-1.4255999999999998,2014Q4,1.0,0.8002615830550578,6.147208617199812,Chuck Magee
3304,2014-12-30,United States,Laredo,Texas,78041,Central,Office Supplies,Envelopes,12.984000000000002,3,0.2,4.7067,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3305,2014-12-30,United States,Laredo,Texas,78041,Central,Technology,Phones,217.58400000000003,2,0.2,19.03860000000001,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3306,2014-12-30,United States,Laredo,Texas,78041,Central,Technology,Phones,328.77600000000007,3,0.2,28.767899999999997,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3307,2014-12-30,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,2.2859999999999996,3,0.8,-3.6576000000000004,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3308,2014-12-30,United States,Laredo,Texas,78041,Central,Technology,Accessories,47.984,2,0.2,14.395200000000004,2014Q4,1.0,0.8002615830550578,6.147208617199812,Kelly Williams
3309,2015-11-05,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.870400000000002,2015Q4,1.0,0.9134754052931862,6.39178984110409,Chuck Magee
3310,2016-09-17,United States,New York City,New York,10035,East,Office Supplies,Binders,232.40000000000003,5,0.2,78.43499999999999,2016Q3,1.0,0.895610625275113,6.665797106273357,Chuck Magee
3311,2016-03-20,United States,Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038000000000004,2016Q1,1.0,0.9076488442800359,6.543105970193733,Cassandra Brandow
3312,2014-09-27,United States,San Diego,California,92037,West,Furniture,Chairs,603.92,5,0.2,45.29400000000001,2014Q3,1.0,0.7547542679840827,6.165513471970506,Anna Andreadi
3313,2014-09-27,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,2014Q3,1.0,0.7547542679840827,6.165513471970506,Anna Andreadi
3314,2017-12-24,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.31360000000001,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3315,2017-12-24,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376000000000001,3,0.2,4.8519,2017Q4,1.0,0.8493925268664585,6.615411809126727,Chuck Magee
3316,2017-11-10,United States,Round Rock,Texas,78664,Central,Furniture,Furnishings,341.96,5,0.6,-427.45000000000005,2017Q4,1.0,0.8493925268664585,6.615411809126727,Kelly Williams
3317,2015-09-11,United States,Redlands,California,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645,2015Q3,1.0,0.8997335601734171,6.303511687777753,Anna Andreadi
